Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEE1037A,2020.03,18113,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Whanganui District,Actual,,
BDCQ.SEE1037A,2020.06,17956,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Whanganui District,Actual,,
BDCQ.SEE1037A,2020.09,17918,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Whanganui District,Actual,,
BDCQ.SEE1037A,2020.12,18313,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Whanganui District,Actual,,
BDCQ.SEE1037A,2021.03,18287,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Whanganui District,Actual,,
BDCQ.SEE1038A,2011.06,5521,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2011.09,5452,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2011.12,5597,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2012.03,5507,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2012.06,5445,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2012.09,5303,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2012.12,5590,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2013.03,5491,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2013.06,5416,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2013.09,5476,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2013.12,5733,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2014.03,5830,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2014.06,5761,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2014.09,5708,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2014.12,6038,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2015.03,5946,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2015.06,5919,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2015.09,5929,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2015.12,6193,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2016.03,6129,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2016.06,6057,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2016.09,6018,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2016.12,6295,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2017.03,6213,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2017.06,6265,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2017.09,6191,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2017.12,6467,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2018.03,6418,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2018.06,6383,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2018.09,6381,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2018.12,6659,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2019.03,6608,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2019.06,6415,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2019.09,6468,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2019.12,6840,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2020.03,6802,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2020.06,6628,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2020.09,6526,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2020.12,6827,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1038A,2021.03,6809,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Rangitikei District,Actual,,
BDCQ.SEE1039A,2011.06,12950,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2011.09,13097,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2011.12,13391,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2012.03,13275,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2012.06,13376,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2012.09,13255,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2012.12,13543,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2013.03,13424,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2013.06,13601,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2013.09,13725,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2013.12,14301,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2014.03,14452,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2014.06,14620,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2014.09,14736,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2014.12,15272,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2015.03,15323,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2015.06,15574,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2015.09,15624,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2015.12,16007,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2016.03,15796,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2016.06,16010,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2016.09,16121,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2016.12,16504,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2017.03,16539,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2017.06,16891,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2017.09,16972,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2017.12,17514,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2018.03,16912,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2018.06,17665,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2018.09,17654,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2018.12,18239,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2019.03,18462,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2019.06,18556,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2019.09,18500,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2019.12,19059,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2020.03,18917,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2020.06,18996,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2020.09,18923,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2020.12,19286,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1039A,2021.03,19280,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Manawatu District,Actual,,
BDCQ.SEE1040A,2011.06,33281,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2011.09,33085,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2011.12,33476,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2012.03,32689,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2012.06,33047,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2012.09,32684,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2012.12,33023,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2013.03,32564,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2013.06,33148,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2013.09,32481,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2013.12,33066,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2014.03,32374,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2014.06,32643,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2014.09,32389,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2014.12,32783,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2015.03,32192,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2015.06,32449,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2015.09,32351,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2015.12,32765,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2016.03,32102,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2016.06,32426,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2016.09,32084,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2016.12,32528,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2017.03,31974,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2017.06,32495,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2017.09,32376,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2017.12,32629,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2018.03,32333,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2018.06,32491,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2018.09,32359,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2018.12,33196,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2019.03,32901,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2019.06,33301,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2019.09,33295,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2019.12,34078,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2020.03,33670,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2020.06,33238,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2020.09,33303,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2020.12,34088,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1040A,2021.03,33788,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Palmerston North City,Actual,,
BDCQ.SEE1041A,2011.06,7268,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2011.09,7349,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2011.12,7636,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2012.03,7654,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2012.06,7503,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2012.09,7428,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2012.12,7742,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2013.03,7622,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2013.06,7417,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2013.09,7432,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2013.12,7661,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2014.03,7631,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2014.06,7392,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2014.09,7370,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2014.12,7659,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2015.03,7598,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2015.06,7378,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2015.09,7413,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2015.12,7614,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2016.03,7686,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2016.06,7624,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2016.09,7527,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2016.12,7748,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2017.03,7742,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2017.06,7613,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2017.09,7575,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2017.12,7928,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2018.03,7815,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2018.06,7832,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2018.09,7770,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2018.12,7995,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2019.03,8046,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2019.06,7838,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2019.09,7912,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2019.12,8322,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2020.03,8198,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2020.06,7859,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2020.09,7956,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2020.12,8329,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1041A,2021.03,8250,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Tararua District,Actual,,
BDCQ.SEE1042A,2011.06,10563,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2011.09,10259,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2011.12,10512,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2012.03,10325,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2012.06,10435,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2012.09,10252,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2012.12,10497,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2013.03,10311,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2013.06,10477,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2013.09,10314,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2013.12,10469,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2014.03,10410,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2014.06,10483,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2014.09,10290,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2014.12,10617,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2015.03,10578,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2015.06,10683,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2015.09,10567,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2015.12,10684,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2016.03,10778,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2016.06,10922,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2016.09,10862,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2016.12,11172,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
BDCQ.SEE1042A,2017.03,11134,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Horowhenua District,Actual,,
